"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Liberia","LBR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0168","0.0168","0.0173","0.0173","0.0193","0.0168","0.0168","0.0173","0.0178","0.0204","0.0229","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Libya","LBY","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","37.0354","25.1348","16.641","14.7019","7.075","8.8083","11.9839","12.5963","12.6307","13.6648","13.1145","7.2904","8.4899","6.646","5.2214","4.4861","10.5437","8.2965","9.3232","8.6017","12.1882","12.2534","13.3224","14.3661","15.8355","17.2747","18.1522","14.3355","12.8197","12.1351","12.6836","11.5129","11.0971","13.0399","12.722","13.3607","12.9825","12.0459","12.2462","11.1538","11.9476","5.9029","15.1049","11.471","7.8036","6.8789","5.8431","9.7152","11.5486","12.3843","5.7961","13.9132","12.5878","15.6371","",
"St. Lucia","LCA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Latin America & Caribbean","LCN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","94.7734","96.2754","100.0335","106.4254","106.9403","95.59","99.2284","101.2886","108.2357","111.5651","117.9813","115.4288","125.1056","113.0291","119.3346","123.82","122.1984","123.0831","120.073","125.097","120.516","127.1687","131.2364","136.6599","153.3328","142.9676","157.4484","167.232","173.1159","164.8778","172.0038","168.6352","165.6057","173.5272","181.1855","183.7075","187.515","191.7048","204.1524","202.2826","197.2061","197.7643","214.4357","215.2074","216.9661","209.2632","198.3516","185.4447","186.7345","185.8705","169.2983","170.607","171.4048","173.5349","",
"Least developed countries: UN classification","LDC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","8.419","7.9727","9.0138","10.0908","10.5986","9.9593","6.6353","12.0151","13.0414","13.0992","13.3022","12.5217","12.4082","13.8019","13.4114","13.3573","13.5106","13.6586","13.4701","13.521","9.06","9.4713","9.9679","10.0815","11.4311","12.7887","15.4565","16.5632","17.4606","18.482","17.2109","16.3593","15.5326","16.2578","16.4735","16.6101","16.5327","16.4463","15.3843","16.1607","17.3542","16.9268","15.2618","15.2823","16.8619","16.222","15.6849","15.2909","13.2767","12.7028","12.097","12.064","12.1373","11.0521","",
"Low income","LIC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","2.7156","2.773","2.9956","3.1628","3.4696","3.7489","3.2363","3.6682","4.664","4.6417","5.3151","5.7754","6.1288","6.2436","6.4739","6.3016","5.711","9.6471","8.4162","7.5632","9.1337","10.4422","9.491","10.0928","12.3058","11.5995","11.4028","11.2743","10.687","11.5229","12.1743","10.4978","9.3033","9.8859","9.4904","10.2683","10.8314","11.9272","10.5985","11.8381","10.9205","10.0695","8.5356","8.7535","8.893","7.057","5.584","7.2805","6.4249","7.0549","7.5164","7.7276","8.371","7.1145","",
"Liechtenstein","LIE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1888","0.1888","0.1944","0.1788","0.1577","0.1484","0.1546","0.1484","0.1453","0.1363","0.1629","0.157","0.1847","0.1235","0.1259","0.1356","0.1477","0.1384","0.1384","0.1304","0.1446","0.1356","0.1107","0.1197","0.1682","0.1083","0.1556","0.1468","0.1583","0.1465","0.1676","0.1462","0.1549","0.1588","0.1833","0.1745","0.4843","0.1718","0.1591","0.0443","0.0388","0.0443","0.036","0.036","0.0416","0.0388","0.0388","0.0365","0.0371","0.0413","0.0369","0.0282","0.0305","0.0268","",
"Lower middle income","LMC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","61.092","74.8953","87.4225","106.374","129.9631","102.6004","108.4448","96.4002","96.1109","125.3606","112.5961","94.0233","87.7974","93.782","95.9169","100.7235","103.8745","102.8086","109.0413","111.72","106.9565","113.4511","116.4481","122.4248","132.9617","142.4937","162.7335","153.1641","148.8639","156.3971","168.0117","167.0766","155.4975","166.6872","175.8154","175.849","175.462","157.4504","152.43","141.6959","153.4288","159.4753","164.0255","163.0694","166.334","165.1671","170.6326","177.3988","191.9258","197.5051","174.5047","173.1766","199.7793","207.8112","",
"Low & middle income","LMY","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","331.1865","346.4269","379.7751","437.3435","462.0353","427.0635","469.1644","480.7776","536.1144","560.7499","540.3384","482.8722","518.229","529.9845","542.7757","576.4111","596.8255","594.9102","620.1517","649.0769","667.7115","680.5196","683.7347","681.4414","729.6849","759.0327","753.8142","808.8853","800.869","795.6311","861.2118","869.1477","860.9139","959.5229","970.9318","1007.162","1057.8602","1071.4667","1107.2747","1132.873","1236.6557","1257.9685","1309.3081","1346.5096","1251.6545","1300.9257","1243.4123","1317.4514","1354.4263","1448.0001","1377.9449","1412.5191","1412.7503","1456.9107","",
"Lesotho","LSO","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0013","0.0013","0.0013","0.0013","0.0015","0.0013","0.0013","0.0013","0.0014","0.0016","0.0018","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Late-demographic dividend","LTE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","264.2108","279.678","290.4537","309.3229","309.1048","327.8056","352.7457","356.4505","444.4012","411.2242","410.7028","379.1022","376.1765","389.7102","412.4614","427.2281","426.9147","431.2703","465.612","506.5451","492.8863","509.3338","488.1698","469.8171","525.101","526.504","512.0062","561.2632","569.227","566.0683","598.3326","595.8581","604.7312","715.7393","715.9288","738.6075","787.1828","825.152","824.3513","901.6874","957.6448","1006.93","1015.1252","1047.5394","959.1132","1029.0899","966.5364","1004.4086","1021.7504","1136.8664","1108.0731","1144.1399","1130.2347","1176.7981","",
"Lithuania","LTU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.0933","1.0933","1.1693","1.2526","1.3376","1.3957","1.4544","1.5076","1.6563","1.698","1.7454","1.7609","1.7735","1.7741","1.7616","1.7621","1.7613","1.8095","1.8126","1.7981","1.7745","1.9204","1.0688","1.4683","1.0969","0.9259","1.0999","1.3345","1.6076","1.1594","1.2312","1.5359","1.5351","1.5589","1.782","1.9131","1.6041","1.4675","1.9224","1.8129","1.6641","1.6316","1.5229","1.5503","1.3861","1.5698","1.5821","1.549","1.4823","1.4778","1.3556","1.3334","1.3433","1.4655","",
"Luxembourg","LUX","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.3069","1.1487","1.0597","1.1183","0.9147","0.6521","0.689","0.663","0.579","0.6302","0.4833","0.4735","0.3918","0.2678","0.3744","0.3037","0.2961","0.2231","0.156","0.149","0.267","0.3019","0.355","0.345","0.2754","0.1016","0.1516","0.0534","0.0049","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Latvia","LVA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0328","0.0328","0.0335","0.0342","0.035","0.0332","0.0361","0.0372","0.0666","0.0683","0.0682","0.0682","0.0688","0.0688","0.0708","0.0744","0.0753","0.076","0.0769","0.0777","0.0823","0.1677","0.1666","0.1277","0.0984","0.1051","0.0905","0.0949","0.2051","0.1938","0.1511","0.03","0.035","0.0444","0.033","0.0094","0.015","0.0188","0.0213","0.0358","0.0151","0.0283","0.0283","0.0154","0.0329","0.0189","0.0255","0.0285","0.0299","0.0356","0.0254","0.0244","0.0242","0.024","",
"Macao SAR, China","MAC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0049","0.0028","0","0","0.0611","0.0047","0.0233","0.2678","0.097","0.1724","0.3218","0.1556","0.1464","0.1478","",
"St. Martin (French part)","MAF","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1014","0.1014","0.1023","0.148","0.1972","0.1079","0.1087","0.2105","0.2026","0.2617","0.2496","0.2283","0.2697","0.2985","0.3212","0.2919","0.3103","0.302","0.288","0.3002","0.2817","0.2542","0.2822","0.2963","0.3105","0.2939","0.2981","0.3137","0.321","0.3807","0.3577","0.363","0.327","0.2355","0.4506","0.5916","0.4536","0.4898","0.477","0.8558","1.3127","1.3273","1.2041","1.2013","1.2463","0.6028","0.0156","0.0145","0.0151","0.0135","0.0128","0.0101","0.0075","0.0075","",
"Monaco","MCO","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0273","0.0273","0.0279","0.0285","0.0291","0.0276","0.0301","0.0309","0.0554","0.0569","0.0568","0.0568","0.0573","0.0573","0.0589","0.0619","0.0627","0.0632","0.0641","0.0647","0.0685","0.0687","0.1413","0.2202","0.1739","0.255","0.2444","0.1802","0.2361","0.2163","0.1754","0.1613","0.1469","0.1575","0.118","0.1556","0.1657","0.1714","0.1612","0.1762","0.1128","0.1055","0.1048","0.1482","0.1532","0.132","0.1159","0.1127","0.1032","0.0694","0.0582","0.0563","0.0454","0.0371","",
"Madagascar","MDG","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0334","0.0334","0.0364","0.0424","0.0455","0.0515","0.0546","0.0576","0.0637","0.0667","0.0728","0","0","0","0","0","0","0","0","",
"Maldives","MDV","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","215.696","238.9017","267.1611","319.1004","300.2878","279.9442","336.307","324.5758","320.0771","284.711","253.9611","184.3424","185.7629","169.9679","137.0976","137.8213","141.9074","138.9309","143.728","139.5756","151.874","177.7304","161.8022","162.9533","179.1012","181.782","186.4675","190.2668","184.909","199.5005","208.5408","197.9717","194.5453","215.5937","217.8945","226.6561","231.4231","228.2871","238.4919","231.2727","242.8487","241.673","271.495","281.8121","298.6542","298.9298","308.5476","323.6043","327.3442","328.2199","323.0695","339.6532","343.465","352.8341","",
"Mexico","MEX","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","22.8884","23.4887","25.3905","27.597","31.6344","26.4519","26.535","28.3446","31.2209","29.8746","37.7758","40.9321","50.7952","38.5683","37.9619","39.6569","39.3947","35.4312","33.5378","34.0668","33.2898","35.8909","37.9207","43.9193","46.8114","44.506","46.3787","52.1565","55.845","49.296","53.9794","53.9862","54.0826","59.6473","61.8173","62.0176","63.0604","62.8783","64.7948","63.8363","64.0228","62.8732","68.6362","67.0966","63.5646","62.1431","57.0105","50.8589","54.3363","58.6364","55.9512","57.375","58.4938","60.3095","",
"Marshall Islands","MHL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","328.4709","343.6539","376.7795","434.1807","458.5657","423.3146","465.9281","477.1094","531.4504","556.1082","535.0233","477.0968","512.1002","523.7409","536.3018","570.1095","591.1145","585.2631","611.7355","641.5137","658.5778","670.0774","674.2437","671.3486","717.3791","747.4332","742.4114","797.611","790.182","784.1082","849.0375","858.6499","851.6106","949.637","961.4414","996.8937","1047.0288","1059.5395","1096.6762","1121.0349","1225.7352","1247.899","1300.7725","1337.7561","1242.7615","1293.8687","1237.8283","1310.1709","1348.0014","1440.9452","1370.4285","1404.7915","1404.3793","1449.7962","",
"North Macedonia","MKD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0006","0.0006","0.0006","0.0006","0.0007","0.0007","0.0007","0.0007","0.0008","0.0008","0.0008","0.001","0.0011","0.0012","0.0013","0.0013","0.0013","0.0013","0.0013","0.0013","0.0014","0.0015","0.0015","0.0015","0.0015","0.0016","0.0016","0.0015","0.0515","0.0016","0.0014","0.0016","0.0015","0.0016","0.0015","0.0332","0.0336","0.0397","0.0591","0.0558","0.0743","0.0744","0.0736","0.0305","0.0021","0.0022","0.0021","0.0019","0.0024","0.004","0.0031","0.0031","0.0035","0.0037","",
"Mali","MLI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0039","0.0039","0.004","0.004","0.0045","0.0039","0.0039","0.004","0.0041","0.0047","0.0053","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Malta","MLT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0237","0.0006","0.0007","0.0001","0.0017","0.0017","0.0017","",
"Myanmar","MMR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.162","0.162","0.1715","0.1382","0.1611","0.1678","0.2026","0.2032","0.2082","0.2156","0.2399","0.2528","0.2715","0.2747","0.3239","0.3865","0.4241","0.3736","0.3679","0.3586","0.3251","0.3331","0.3914","0.3576","0.4521","0.4237","0.4046","0.52","0.4305","0.5265","0.4711","0.5256","0.5631","0.5563","0.6775","0.7373","0.8033","0.8291","0.8473","0.797","0.782","0.7493","0.824","0.8638","0.9425","0.9465","1.1151","1.2306","1.1024","1.1163","1.0864","1.0781","1.011","1.008","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","111.8658","112.3004","119.2835","142.1107","129.6021","120.7746","148.3099","144.4192","144.8239","129.3378","105.0228","75.1773","90.6135","89.0867","77.2213","84.1557","92.2504","88.6369","87.8116","82.2371","101.1856","104.3823","113.0882","111.4038","119.4814","123.4376","124.0549","121.4211","116.846","128.8969","137.8885","129.2215","122.6339","137.1084","138.2232","145.5329","145.7775","142.5758","148.6124","146.1246","150.2877","140.8731","165.7803","170.4268","179.0275","178.1106","186.9079","203.4646","203.0967","207.3117","197.4329","213.1129","214.633","219.4468","",
"Montenegro","MNE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0031","0.0031","0.0026","0.0031","0.0034","0.0041","0.0046","0.0055","0.0065","0.0063","0.0064","0.006","0.0069","0.007","0.0077","0.0076","0.008","0.0099","0.0106","0.0104","0.009","0.0255","0.0268","0.0226","0.016","0.0153","0.0028","0.0026","0.0027","0.0027","0.0028","0.0028","0.003","0.0029","0.0032","0.0577","0.3377","0.2198","0.2416","0.2764","0.6329","0.4983","0.5377","0.747","1.384","0.6916","0.8998","1.4872","1.4206","2.2122","1.3481","1.7545","1.8524","2.3201","",
"Northern Mariana Islands","MNP","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1058","0.1058","0.0996","0.1033","0.0662","0.0583","0.0518","0.0653","0.0792","0.0765","0.0922","0.0684","0.0672","0.0379","0.0159","0.0003","0","0.0004","0.0004","0.0005","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004","0.0002","0.0002","0.0002","0.0002","0.0001","0.0003","0.0004","0.0003","0.0002","0.0001","0.0004","0.0003","0.0122","0.0122","0.0122","0.1491","0.2621","0.2241","0.2756","0.2627","0.2613","0.3511","0.4358","0.3544","0.3519","0.5053","1.4198","1.0451","",
"Mauritania","MRT","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0054","0.0054","0.0056","0.0056","0.0062","0.0054","0.0054","0.0056","0.0058","0.0066","0.0074","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0011","0.1333","0.1238","0.0632","0.054","0.0487","0.0488","0.1064","0.11","0.0701","0.0816","0.095","0.0774","0","0","0","0","0","0","",
"Mauritius","MUS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0039","0.0039","0.004","0.004","0.0045","0.0039","0.0039","0.004","0.0041","0.0047","0.0053","0.0021","0","0","0","0","0","0","0","0","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0006","0.0008","0.0005","0.0006","0.0006","0.0005","0.0004","0.0005","0.0006","0.0006","0.0006","0.0006","0.0008","0.0007","0.0006","0.0006","0.0006","0.0004","0.0004","0.0005","0.0005","0.0005","0.0003","0.0008","0.0009","",
"Malaysia","MYS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.4354","0.7524","0.9812","0.9781","1.8745","2.2315","2.6582","2.4729","6.5306","8.1364","7.3649","6.1345","7.4819","10.144","12.1008","9.9574","10.5275","10.275","11.4349","13.4161","12.5244","16.6701","16.5294","12.845","15.5313","11.8497","12.0906","18.8765","13.9774","17.1704","19.5228","19.0356","15.4272","22.4776","25.4083","28.5115","29.2864","29.7816","36.1315","27.0814","17.8906","30.2122","25.6486","28.1874","33.0905","33.5884","26.9055","11.0625","20.2807","18.6347","24.6251","35.7068","35.6316","33.4359","",
"North America","NAC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","387.9896","365.1084","383.4738","443.5139","418.158","352.7499","370.8639","372.0509","375.015","370.1179","317.8043","294.0115","293.562","284.7915","302.314","301.0642","307.7147","326.9516","341.8477","339.645","340.5274","329.4535","334.245","336.2759","339.694","345.8517","352.8715","352.2287","356.4563","347.6292","352.4115","347.0794","383.4927","389.2068","378.9691","398.7834","409.1578","408.8635","401.5335","388.0531","402.6903","386.4618","390.9931","402.0606","411.1996","417.1427","405.3242","411.5047","444.3002","458.5727","416.6886","427.962","437.0174","442.6857","",
"Namibia","NAM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0129","0.0129","0.0133","0.0133","0.0149","0.0129","0.0129","0.0133","0.0137","0.0157","0.0176","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"New Caledonia","NCL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Niger","NER","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001","0","0.0001","0.0001","0.0001","0.0334","0.0334","0.0376","0.0876","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0076","0.0136","0.0088","0.0064","0.0076","0.0076","0.0056","0.0076","0.0104","0.0124","0.0324","0.0293","0.1227","0.2051","0.184","0.1169","0.1132","0.0955","0.1101","0.0772","0.0927","0.1767","0.1552","0.1552","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","22.9925","36.5405","48.0547","57.873","74.633","53.1577","61.3054","49.4918","48.8868","78.3866","64.9601","45.0375","37.8346","37.2599","40.4156","42.694","41.8591","37.7951","44.2629","46.5249","47.062","50.3151","52.7898","53.8086","54.6006","60.1296","71.2654","63.7736","56.8725","54.595","60.9591","61.8254","50.711","56.7319","53.5743","52.3219","46.0414","40.8708","40.233","36.84","38.807","40.296","31.9797","32.0116","30.9465","29.8015","27.9596","29.2627","27.9334","28.6138","26.4327","24.0813","20.6293","21.2523","",
"Nicaragua","NIC","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0605","0.0605","0.0699","0.0851","0.082","0.0757","0.0692","0.0661","0.0509","0.0422","0.0481","0.0509","0.054","0.0512","0.0453","0.0419","0.045","0.0419","0.0419","0.0481","0.0571","0.0633","0.054","0.0571","0.0602","0.0633","0.0633","0.0637","0.0637","0.0814","0.0787","0.0897","0.0699","0.0914","0.1029","0.1002","0.072","0.0805","0.0639","0.0481","0.0952","0.0868","0.0624","0.0834","0.0866","0.0534","0.197","0.0922","0.0882","0.0988","0.1008","0.1137","0.0924","0.0953","",
"Netherlands","NLD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","12.9205","13.0869","13.6051","14.5324","13.914","12.3696","11.6361","11.2195","10.9644","11.5929","11.6183","11.5346","11.0601","6.8901","7.748","8.3436","10.0301","10.5541","12.9499","14.3199","12.7599","13.4437","13.3863","13.7794","14.2524","13.9819","14.2367","13.6991","13.4876","12.4545","12.7907","12.8829","12.5642","12.9005","13.7089","13.8859","13.3942","14.2157","14.2449","12.2139","12.7141","13.5805","13.2176","12.671","12.7606","13.7504","13.298","12.6216","13.0308","13.7798","12.0381","13.3718","11.9017","11.2765","",
"Norway","NOR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.3986","0.7616","2.3937","2.3706","2.7642","3.0668","3.5869","4.4212","3.7026","3.833","5.096","4.1498","4.4985","5.0974","4.7202","5.335","7.265","6.3957","6.6161","7.3298","9.118","7.9478","11.0806","12.2634","13.0043","12.3019","10.7747","13.245","14.0559","15.393","11.0558","11.1429","11.2334","12.0948","12.2167","12.1971","12.3778","12.4764","13.9932","13.7436","13.2066","12.7619","12.751","13.526","13.55","14.4528","13.9229","14.1136","13.5834","13.1445","12.7581","12.4392","11.7893","11.7009","",
