"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cameroon","CMR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.0001","2.1495","2.1007","1.832","3.0044","2.467","0.3665","1.5633","1.6362","1.6362","1.6362","1.8805","2.1392","2.2753","2.495","2.3279","2.344","2.3369","2.3506","2.3439","2.1222","2.1376","1.9364","1.8711","2.0025","2.4351","2.6504","2.6563","2.5464","2.1709","2.0881","1.8886","2.0274","2.322","2.294","2.2079","2.2436","2.1288","1.7737","1.5381","1.4695","1.313","",
"Congo, Dem. Rep.","COD","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0445","0.0445","0.0446","0.0477","0.0476","0.0417","0.0339","0.0243","0.0169","0.033","0.0265","0.0301","0.018","0.0339","0.0322","0.0263","0.0198","0.0258","0.0317","0.028","0.0778","0.055","0.0388","0.0417","1.1023","1.0405","1.2133","1.2695","1.13","0.9383","0.8336","0.9006","0.9025","1.1086","0.8959","0.8416","0.8012","0.9197","0.8622","0.7472","0.7308","0.6936","0.4211","0.3832","0.4308","0.4091","0.4055","0.3615","0.3041","0.388","0.4505","0.4376","0.3989","0.2213","",
"Congo, Rep.","COG","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.1777","1.4353","1.3252","8.3191","12.2573","7.3252","6.9206","1.8048","0.8116","0.7014","1.1068","1.2914","1.5494","1.6267","1.664","1.6639","1.7008","1.7011","1.7016","1.7024","1.7024","1.7024","1.7029","1.7036","1.7001","2.1466","2.8381","3.058","3.6924","3.7877","3.9969","3.7549","2.3462","2.8077","2.8299","3.4363","3.7492","3.1205","3.0109","3.2979","3.4187","2.7222","2.1863","2.8229","2.4912","2.3265","2.2182","2.2506","3.1317","3.3133","3.5366","3.0098","3.5957","3.3026","",
"Colombia","COL","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","5.2943","5.5474","5.9836","5.5304","5.8231","5.3926","5.5931","5.9032","7.3745","7.2255","6.6812","7.4138","7.3031","7.946","7.6642","8.0207","7.4039","6.7403","6.6196","6.1563","6.8715","6.9361","6.8124","7.4447","5.8729","6.9159","7.1171","7.7065","9.7238","8.5521","8.6337","8.8366","8.4726","8.3528","8.121","7.697","6.8681","6.9344","6.5397","8.9878","9.1034","9.6612","10.2805","8.648","7.2404","7.0551","7.9121","7.6378","7.7449","7.6333","7.4637","8.8923","9.2754","9.7488","",
"Comoros","COM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004","0.0005","0.0005","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Cabo Verde","CPV","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0027","0.0027","0.0028","0.0028","0.0031","0.0027","0.0027","0.0028","0.0029","0.0033","0.0037","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Costa Rica","CRI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0904","0.0904","0.0966","0.0934","0.081","0.0654","0.0685","0.0718","0.0499","0.081","0.0811","0.0748","0.1469","0.0874","0.0969","0.0937","0.1375","0.1218","0.1283","0.1307","0.1183","0.0624","0.078","0.0655","0.1089","0.0998","0.1182","0.1213","0","0","0","0.0562","0.0876","0.078","0.0685","0.0591","0.0809","0.0809","0.0716","0.0653","0.0685","0.0436","0.0342","0.0311","0.0311","0.0311","0.0078","0.0069","0.0008","0.0098","0","0.0002","0.0002","0.0002","",
"Caribbean small states","CSS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","4.5069","4.4746","3.7467","3.7899","4.196","3.4603","3.9732","4.3107","3.7827","3.6777","4.1575","4.7254","3.8444","3.6109","3.6188","3.796","3.693","3.833","3.4279","3.0118","2.7973","2.9078","3.1344","2.97","2.8606","2.3396","2.6722","2.6128","2.4736","2.3084","2.4847","3.2819","3.9507","6.2494","6.3372","7.2908","9.9263","8.8324","9.0121","8.3437","9.5197","9.9472","9.5928","10.2716","9.7645","9.5451","8.9098","7.5863","8.9039","7.793","6.9229","5.5299","5.5414","5.1103","",
"Cuba","CUB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1998","0.1998","0.1767","0.8361","0.5875","0.7685","0.7543","1.1735","1.3459","1.3709","1.6986","1.037","1.5274","1.4324","1.5474","1.4769","1.3325","3.1422","3.1572","2.5169","2.5972","2.1239","1.1616","0.9978","0.1765","0.2525","0.3247","0.5443","0.3899","0.3793","0.6767","0.9089","0.54","0.6735","0.5595","0.5443","0.5569","0.4284","0.4375","0.8112","0.4777","0.6985","0.9592","0.7768","0.9493","1.0167","0.6025","0.718","0.9423","0.3075","0.4892","0.5015","0.3786","0.4347","",
"Curacao","CUW","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Cyprus","CYP","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0.1147","0.1109","0.0719","0.0447","0.0538","0.0626","0.0507","0.0659","0.069","0.0721","0.0662","0.0721","0.0628","0.0288","0.0494","0.0789","0.088","0.088","0.0857","0.086","0.0891","0.0777","0.1122","0.0902","0.0842","0.0894","0.0925","0.1071","0.1042","0.0542","0.1068","0.1068","0.0257","0","0","0","0","0","0","0","0","0","0.0063","0","0","0","0","0","0.0193","0","0.0016","0","",
"Czechia","CZE","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","27.6623","27.6623","28.4294","29.4658","13.7536","14.483","14.662","15.2025","15.2507","15.8733","15.525","15.2122","14.055","13.5173","13.5097","10.9291","9.7746","9.1837","8.0487","7.8734","7.3521","7.1502","6.8688","7.5629","7.7748","6.9715","6.663","6.6053","6.3387","5.0001","5.6096","5.2078","5.8211","6.205","6.1302","5.571","6.6682","6.6714","5.7673","4.7707","6.6836","7.2207","7.108","6.6722","6.9105","7.0052","6.8451","6.6164","6.8776","6.3393","5.5789","4.3442","5.6044","5.6951","",
"Germany","DEU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","80.7994","76.6188","74.9989","74.0474","70.3648","63.8929","63.4685","60.5216","63.3068","68.0012","68.1669","62.3865","61.1062","71.3788","67.2116","61.3963","55.0297","54.9746","54.6938","62.3931","55.2722","61.8029","47.0044","46.2489","48.1724","45.4163","43.0326","39.7846","42.3651","37.2868","40.418","36.9524","37.2283","34.8054","36.31","34.8583","35.6206","37.0003","34.2688","30.6266","35.5701","34.6285","34.0923","33.9713","34.2125","34.7839","34.2833","34.0835","31.3645","30.9714","27.5327","28.7903","27.5219","24.0193","",
"Djibouti","DJI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0129","0.0129","0.0133","0.0133","0.0149","0.0129","0.0129","0.0133","0.0137","0.0157","0.0176","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Dominica","DMA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Denmark","DNK","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0957","0.1441","0.1216","0.2771","0.3385","1.2116","1.1351","1.2776","1.4013","1.5549","1.05","1.2019","1.1655","1.2495","1.3706","1.3586","1.5924","1.5888","1.628","1.6785","1.5922","1.8639","2.0656","2.0096","2.0863","2.2439","2.4889","2.4629","2.3812","2.7585","2.6885","2.7104","2.6415","2.7964","2.8211","2.7468","2.7753","2.7863","2.604","2.4753","2.3291","2.3965","2.444","2.3561","2.3324","2.4479","2.2955","2.3591","2.2157","2.1051","1.6694","1.8192","1.7696","1.7551","",
"Dominican Republic","DOM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0.0222","0.0249","0.0305","0.0305","0.0305","0.0277","0.0305","0.0277","0.0277","0.0222","0.0305","0.0305","0.0305","0.0332","0.036","0.0332","0.036","0.0305","0.036","0.036","0.0388","0.0416","0.0416","0.0388","0.0416","0.0388","0.2251","0.1906","0.1919","0.2224","0.2297","0.2255","0.2255","0.2694","0.247","0.2588","0.1825","0.2435","0.1905","0.1669","0.1717","0.1741","0.1593","0.2046","0.1551","0.2164","0.1985","0.3456","0.3939","0.348","0.3862","",
"Algeria","DZA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","11.5852","14.8409","26.2586","37.6834","29.6007","24.8647","33.4252","37.3635","39.877","36.8152","34.6818","29.3301","28.7332","29.3017","30.3606","36.7441","36.8693","33.5855","33.6552","34.4138","29.8024","29.9396","38.1209","35.434","35.2716","38.1049","35.8748","33.4359","32.0752","32.7127","34.4116","31.0259","30.3208","32.3157","29.2692","28.1902","29.0607","27.3884","28.1224","24.9225","24.9904","24.0255","30.8832","33.5557","35.8453","34.9434","32.0239","33.2782","31.9099","33.7069","33.4263","30.3184","30.1714","28.4578","",
"East Asia & Pacific (excluding high income)","EAP","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","58.1006","58.7758","65.2153","71.5783","78.0119","82.1913","85.0504","102.6218","128.3578","134.6974","138.7312","127.8258","129.175","132.0167","143.5076","152.4306","163.5458","170.2379","179.3515","214.5887","217.6247","233.6421","233.2382","229.5027","264.407","263.1172","250.032","304.6976","296.1236","280.6342","314.7175","311.2451","309.1085","374.5659","361.8585","375.6646","430.9186","459.265","477.6145","543.0607","604.7343","631.7073","652.3395","688.0169","639.2738","688.2207","636.0075","678.5029","705.6499","792.056","769.1204","784.0458","762.7771","792.4221","",
"Early-demographic dividend","EAR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","252.6162","260.2065","291.7943","348.8897","343.1497","298.3658","341.7293","360.3202","359.4289","344.0371","340.5761","303.4474","334.1979","314.2704","282.7392","291.7402","303.4964","308.0191","318.568","314.6429","346.4831","358.9942","370.2673","368.7406","405.7085","410.7678","429.9172","434.1715","440.9901","444.3156","457.8893","470.1532","474.3351","500.088","514.0151","528.6602","540.2138","530.6745","544.9346","497.9699","528.1144","504.7123","549.3283","546.4649","562.009","557.294","564.4997","577.043","588.8846","595.0926","549.1681","566.0211","593.5135","611.0773","",
"East Asia & Pacific","EAS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","128.5827","131.2069","143.8463","157.2032","183.4691","175.3611","184.7826","201.6361","224.0351","232.9447","257.7846","254.5834","260.6122","261.8584","282.7798","296.1615","301.1086","302.6999","320.4494","360.2615","343.768","360.3119","353.2578","352.3643","383.1936","380.8484","370.1878","427.2995","414.1585","400.4088","433.72","426.8854","427.3658","495.6084","486.0827","503.8695","557.1147","594.756","611.5953","671.1914","746.9227","777.8059","796.5189","833.4838","792.0426","836.7863","792.4315","830.4146","857.1146","946.2881","915.4149","930.3217","893.6431","914.4181","",
"Europe & Central Asia (excluding high income)","ECA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","42.8619","42.5394","44.8972","47.2884","49.8972","49.0813","51.937","55.259","78.4442","80.053","80.4396","80.5878","81.8084","85.4751","87.4137","90.8835","91.5324","92.8953","98.8867","99.6832","98.1623","89.2113","82.8687","80.1366","74.2311","89.0755","75.8251","77.9081","83.6437","84.7688","97.3105","93.9872","104.2491","109.6265","115.9087","123.0421","121.0796","116.3466","128.9666","122.9293","138.175","139.7248","138.8291","141.9747","84.0551","84.5624","77.3085","84.9834","95.5069","89.8747","76.3805","79.0065","78.6019","79.4104","",
"Europe & Central Asia","ECS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","438.1076","433.9019","440.5315","459.0932","448.5454","435.6914","456.2502","456.5889","535.2658","533.7316","530.054","508.9326","499.2615","509.8621","511.3282","517.0625","514.9771","511.6284","541.3458","557.0518","561.1112","537.2819","524.607","510.1858","522.4159","545.6957","522.0112","516.3006","548.5698","540.4668","536.5165","524.9482","536.611","579.2965","585.8805","595.3135","578.0453","585.0031","558.5381","537.1307","555.7654","545.3877","524.6671","504.3275","450.9111","488.279","468.9363","475.0049","475.6203","500.5931","459.6015","479.9934","480.4725","483.9208","",
"Ecuador","ECU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.3713","0.8298","0.8278","1.5591","1.6863","1.5504","1.6492","1.9278","2.155","2.8434","2.6375","2.6358","2.4744","2.4704","2.9638","2.8474","3.6342","2.2386","3.5729","3.9986","3.8097","3.1513","3.1619","3.4675","3.3675","4.4007","4.9826","4.5858","4.3502","4.2404","4.5116","4.6291","4.2641","4.3409","4.5475","4.4329","4.6493","4.7235","5.0119","5.1655","5.429","5.2496","4.0203","3.9825","4.5168","4.5101","4.5183","4.3661","4.0424","4.1505","4.2112","4.8022","4.9446","5.7068","",
"Egypt, Arab Rep.","EGY","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","2.872","2.4717","2.2152","2.585","3.7823","3.8718","4.4226","3.417","3.0442","2.3917","1.5104","1.6194","1.8299","2.69","2.9522","3.4729","4.0447","4.7028","5.0647","5.6262","5.8662","6.2972","6.6338","6.9842","7.7732","8.5857","8.7377","9.0421","8.7714","9.3411","11.2246","11.2125","10.3265","12.6953","12.8447","14.9863","15.145","15.4104","16.9788","17.2712","18.4654","17.9935","19.7095","17.7873","17.4375","16.5037","20.3117","19.4475","19.4462","20.9163","20.3051","20.4801","19.886","19.1095","",
"Euro area","EMU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","181.3095","180.5978","185.0469","190.5909","193.9989","182.8416","191.5582","182.3781","177.3339","185.5591","188.3084","177.9678","167.3567","171.7537","170.8362","165.7239","162.4452","160.1355","163.648","171.9364","171.6675","177.7434","158.3966","157.8425","160.5616","159.1972","157.1849","152.9254","155.8071","145.3273","153.2405","147.3711","147.8867","147.8241","150.4084","148.8544","152.0494","157.956","153.1656","135.8825","147.6635","142.4995","139.9744","134.0087","131.0995","139.6576","134.5561","138.9295","143.2483","137.6828","119.6914","127.4317","119.5844","110.6937","",
"Eritrea","ERI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0407","0.0407","0.0252","0.0213","0.0291","0.031","0.0291","0.0194","0.0291","0.033","0.031","0.031","0.0368","0.0388","0.0349","0.033","0.0368","0.0078","0.0078","0.0078","0.0136","0.0078","0.0475","0.0416","0.0475","0.0416","0.0475","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Spain","ESP","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","7.0437","8.3731","9.3429","10.6876","12.9182","13.4836","14.1174","12.2594","9.9664","11.0402","11.196","10.665","11.4712","10.8566","11.5483","12.1967","13.3328","13.0757","14.4716","14.4898","14.6544","16.0732","14.86","14.5155","14.5115","14.2658","15.5752","15.9608","16.277","16.0415","16.361","14.6034","13.639","17.3832","17.0727","17.5363","20.9793","21.2191","20.0403","17.9736","19.1135","18.1687","21.7067","19.1797","19.332","23.2808","23.9805","22.1456","22.1009","21.0844","19.2608","20.5046","17.86","16.6703","",
"Estonia","EST","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.956","0.956","0.9752","0.9969","1.0182","0.9658","1.0518","1.0818","1.9387","1.9898","1.9853","1.9849","2.0042","2.0028","2.0607","2.1653","2.1918","2.212","2.2403","2.2623","2.397","1.7852","1.5831","1.9696","1.8923","2","2.1069","2.0673","1.5662","1.1516","1.9064","2.0126","1.9955","2.0486","2.112","2.1487","2.1922","2.1592","2.3466","2.5972","3.0868","3.2456","3.3304","3.5894","4.2583","5.4005","3.9808","4.2941","6.4804","4.5191","4.2617","3.8472","3.8211","3.7794","",
"Ethiopia","ETH","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.061","0.061","0.0481","0.0434","0.0623","0.0724","0.0467","0.0394","0.0467","0.0639","0.0786","0.0693","0.0874","0.0913","0.071","0.0764","0.0936","0.1122","0.0998","0.0998","0.1209","0.1029","0.0083","0.0111","0.0111","0.0111","0.0111","0.0055","0","0","0","0","0","0","0","0","0","0","0","0.0002","0.0003","0.0002","0","0","0","0.0001","0.0001","0.0031","0.0081","0.0001","0.0001","0.0001","0.0001","0.0001","",
"European Union","EUU","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","236.8659","237.743","241.738","250.6163","238.0608","229.4978","238.7118","231.0919","230.3285","236.8992","241.9918","226.9563","215.3568","220.5689","218.9775","212.058","207.6867","205.93","207.0976","220.252","211.705","211.9313","198.6319","203.5806","211.536","209.9211","208.6323","206.9815","207.6122","193.3793","197.8583","190.9216","190.3967","190.5773","190.8005","187.2332","194.9872","198.7887","191.3269","167.0254","182.4937","176.007","172.927","164.9878","163.237","172.3721","166.6114","171.3263","174.5409","168.8166","149.4268","157.5774","151.8348","142.5021","",
"Fragile and conflict affected situations","FCS","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","132.4536","136.8341","137.8515","157.8143","169.5349","138.7242","156.6965","136.0812","157.3021","196.4208","177.1861","137.8072","134.2127","131.9872","140.5518","144.3717","154.4745","153.1482","153.1362","160.7003","168.8539","165.9957","166.5788","167.5549","176.5747","187.4736","192.1807","186.7503","182.0674","186.0142","202.7302","190.3748","169.2994","177.0753","179.3164","182.8766","170.0289","164.9683","168.8769","162.4425","165.4852","156.7611","174.0761","174.722","172.1539","172.7735","161.7412","169.2765","171.4502","169.3095","146.5921","148.5238","147.274","145.7557","",
"Finland","FIN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","1.2944","1.303","1.4208","1.3473","1.5096","1.3358","1.354","1.5539","1.4736","1.5761","1.4989","1.5121","1.325","1.4294","1.3224","1.3807","1.2484","2.2241","1.4649","1.3496","1.8064","1.8946","1.974","2.0208","2.4006","2.8964","2.6526","2.2461","2.411","2.4693","3.8977","3.8697","4.1196","4.0746","4.1867","4.2923","4.4644","4.9704","4.9897","4.3826","4.1711","4.4858","4.1926","4.2858","4.0937","4.1233","3.8807","3.8192","3.7371","3.5825","3.4015","3.2677","3.1683","2.9192","",
"Fiji","FJI","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"France","FRA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","34.1384","38.5099","39.6288","41.109","41.5345","38.8968","42.5297","39.5316","35.8681","36.0258","35.2552","32.382","27.6044","25.2982","23.175","23.8637","21.0765","19.5304","21.3574","21.0369","31.0258","31.8512","31.3301","30.5914","31.0061","32.4395","31.6749","30.8841","30.758","30.769","30.2451","30.3158","29.0359","28.2402","28.791","25.8183","25.2706","26.7923","27.4963","23.7853","22.8018","21.0298","18.8551","17.8289","15.406","16.133","14.6921","19.0903","24.7832","22.699","16.8114","18.259","17.7985","15.0396","",
"Faroe Islands","FRO","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.1129","0.6162","0.7015","3.2107","3.3583","4.2898","4.6814","4.4348","4.6844","5.0175","4.7912","4.7762","4.6089","4.0107","5.2494","6.0376","4.0457","3.4456","3.4462","5.1405","5.2468","3.8452","3.8309","3.8427","3.8447","4.3261","4.851","4.4484","5.2303","4.9962","5.058","5.1765","4.9935","5.86","5.0993","4.5646","3.8169","3.1659","3.44","3.2954","3.2346","2.7707","2.7256","2.7733","2.9913","3.1516","3.0274","3.2446","2.9352","3.1189","3.177","2.9517","3.061","2.61","",
"United Kingdom","GBR","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","66.3852","61.2073","58.982","59.9387","54.3025","50.165","49.032","47.878","48.9144","53.3438","42.6494","37.3606","36.5421","38.0432","36.3685","37.2797","38.0705","35.851","35.5003","36.4183","38.5761","38.6787","42.1623","45.2318","46.3997","50.2257","51.0813","52.4879","51.5897","49.2572","47.0934","44.5645","44.6751","44.6682","44.3305","47.4144","44.2377","42.1562","41.5144","37.8468","38.7982","35.4426","34.8072","35.3492","33.418","34.3609","31.876","31.4378","30.6366","30.3912","27.6459","26.7492","25.7593","23.6536","",
"Georgia","GEO","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0038","0.0038","0.0039","0.004","0.0041","0.0039","0.0042","0.0044","0.0074","0.0076","0.0076","0.0076","0.0077","0.0077","0.0079","0.0083","0.0084","0.0085","0.0086","0.0087","0.0092","0.143","0.1427","0.1175","0.2015","0.1007","0.2265","0.2494","0.2387","0","0","0.2931","0.4537","0.5615","0.6037","0.5271","0.7541","0.6489","0.3848","0.3203","0.3094","0.2932","0.3222","0.1912","0.1806","0.2608","0.2739","0.1906","0.2217","0.1763","0.1864","0.1804","0.1623","0.1448","",
"Ghana","GHA","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0471","0.0471","0.0693","0.0637","0.133","0.1219","0.1081","0.1081","0.0997","0.0887","0.0997","0.0637","0.0582","0.0277","0.0416","0.0554","0.0499","0.0416","0.0526","0.0526","0.0443","0.0526","0.0526","0.0416","0.0582","0.0499","0.0526","0.0028","0.0416","0.0748","0.0637","0.0693","0.0797","0.0883","0.1583","0.1161","0.1291","0.1322","0.1734","0.0916","0.1066","0.4319","0.0977","0.3176","0.2769","0.2933","0.39","0.7739","0.6104","0.5204","0.9268","1.3627","1.1673","1.1935","",
"Gibraltar","GIB","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e)","EN.GHG.CO2.FE.MT.CE.AR5","","","","","","","","","","","0.0072","0.0072","0.0075","0.0075","0.0083","0.0072","0.0072","0.0075","0.0077","0.0088","0.0099","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
